26,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
Soft white,Grain inspections,Thailand,"1,000 bushels",2007/08,MY Jun-May,4128
Soft white,Grain inspections,Yemen,"1,000 bushels",2007/08,MY Jun-May,23083
Soft white,Grain inspections,"Korea, Republic","1,000 bushels",2007/08,MY Jun-May,27612
Soft white,Grain inspections,Indonesia,"1,000 bushels",2007/08,MY Jun-May,15428
Soft white,Grain inspections,Japan,"1,000 bushels",2007/08,MY Jun-May,30304
Soft white,Grain inspections,Philippines,"1,000 bushels",2007/08,MY Jun-May,25510
Hard white,Grain inspections,Total,"1,000 bushels",2007/08,MY Jun-May,4912
Hard red winter,Grain inspections,Panama,"1,000 bushels",2007/08,MY Jun-May,286
Hard white,Grain inspections,Belgium,"1,000 bushels",2007/08,MY Jun-May,221
Hard white,Grain inspections,Taiwan,"1,000 bushels",2007/08,MY Jun-May,1315
Hard white,Grain inspections,"Korea, Republic","1,000 bushels",2007/08,MY Jun-May,96
Hard white,Grain inspections,Mexico,"1,000 bushels",2007/08,MY Jun-May,4
Hard white,Grain inspections,Vietnam,"1,000 bushels",2007/08,MY Jun-May,40
Hard white,Grain inspections,Yemen,"1,000 bushels",2007/08,MY Jun-May,3222
Hard white,Grain inspections,Finland,"1,000 bushels",2007/08,MY Jun-May,14
Hard red winter,Grain inspections,Trinidad,"1,000 bushels",2007/08,MY Jun-May,510
Hard red winter,Grain inspections,Philippines,"1,000 bushels",2007/08,MY Jun-May,205
Hard red winter,Grain inspections,Ghana,"1,000 bushels",2007/08,MY Jun-May,93
All wheat,Grain inspections,Ecuador,"1,000 bushels",2007/08,MY Jun-May,5084
Hard red winter,Grain inspections,Iraq,"1,000 bushels",2007/08,MY Jun-May,55605
Hard red winter,Grain inspections,Costa Rica,"1,000 bushels",2007/08,MY Jun-May,2127
Hard red spring,Grain inspections,Colombia,"1,000 bushels",2007/08,MY Jun-May,8082
Hard red spring,Grain inspections,Chile,"1,000 bushels",2007/08,MY Jun-May,320
Hard red spring,Grain inspections,Trinidad,"1,000 bushels",2007/08,MY Jun-May,1823
Hard red spring,Grain inspections,Vietnam,"1,000 bushels",2007/08,MY Jun-May,1479
Hard red spring,Grain inspections,"Korea, Republic","1,000 bushels",2007/08,MY Jun-May,13505
Hard red spring,Grain inspections,Spain,"1,000 bushels",2007/08,MY Jun-May,21957
Hard red spring,Grain inspections,Guatemala,"1,000 bushels",2007/08,MY Jun-May,917
Hard red spring,Grain inspections,United Kingdom,"1,000 bushels",2007/08,MY Jun-May,5377
Hard red spring,Grain inspections,Honduras,"1,000 bushels",2007/08,MY Jun-May,2464
Hard red spring,Grain inspections,El Salvador,"1,000 bushels",2007/08,MY Jun-May,7201
Hard red spring,Grain inspections,Nigeria,"1,000 bushels",2007/08,MY Jun-May,4147
Hard red spring,Grain inspections,Jamaica,"1,000 bushels",2007/08,MY Jun-May,3198
Hard red spring,Grain inspections,Malaysia,"1,000 bushels",2007/08,MY Jun-May,1411
Hard red spring,Grain inspections,Dominican Republic,"1,000 bushels",2007/08,MY Jun-May,6062
Hard red spring,Grain inspections,Italy,"1,000 bushels",2007/08,MY Jun-May,9872
Hard red spring,Grain inspections,Mexico,"1,000 bushels",2007/08,MY Jun-May,17729
Hard red spring,Grain inspections,Venezuela,"1,000 bushels",2007/08,MY Jun-May,19528
Hard red spring,Grain inspections,Thailand,"1,000 bushels",2007/08,MY Jun-May,8147
All wheat,Grain inspections,Egypt,"1,000 bushels",2007/08,MY Jun-May,121292
All wheat,Grain inspections,Guatemala,"1,000 bushels",2007/08,MY Jun-May,3120
Hard red winter,Grain inspections,Bolivia,"1,000 bushels",2007/08,MY Jun-May,423
All wheat,Grain inspections,Yemen,"1,000 bushels",2007/08,MY Jun-May,36620
Hard red winter,Grain inspections,Haiti,"1,000 bushels",2007/08,MY Jun-May,6627
Hard red winter,Grain inspections,Ecuador,"1,000 bushels",2007/08,MY Jun-May,2701
Hard red winter,Grain inspections,Honduras,"1,000 bushels",2007/08,MY Jun-May,2523
Hard red winter,Grain inspections,Thailand,"1,000 bushels",2007/08,MY Jun-May,3076
All wheat,Grain inspections,El Salvador,"1,000 bushels",2007/08,MY Jun-May,20596
Hard red winter,Grain inspections,Indonesia,"1,000 bushels",2007/08,MY Jun-May,14757
Hard red winter,Grain inspections,Israel,"1,000 bushels",2007/08,MY Jun-May,9737
Hard red winter,Grain inspections,Ethiopia,"1,000 bushels",2007/08,MY Jun-May,10333
Hard red winter,Grain inspections,El Salvador,"1,000 bushels",2007/08,MY Jun-May,9213
Hard red winter,Grain inspections,Guatemala,"1,000 bushels",2007/08,MY Jun-May,944
Hard red winter,Grain inspections,Chile,"1,000 bushels",2007/08,MY Jun-May,8441
Hard red winter,Grain inspections,Dominican Republic,"1,000 bushels",2007/08,MY Jun-May,3617
Soft red winter,Grain inspections,Congo (Brazzaville),"1,000 bushels",2007/08,MY Jun-May,151
Soft red winter,Grain inspections,Indonesia,"1,000 bushels",2007/08,MY Jun-May,330
Soft red winter,Grain inspections,Italy,"1,000 bushels",2007/08,MY Jun-May,871
Soft red winter,Grain inspections,Mauritania,"1,000 bushels",2007/08,MY Jun-May,56
Soft red winter,Grain inspections,Morocco,"1,000 bushels",2007/08,MY Jun-May,5790
Soft red winter,Grain inspections,Mozambique,"1,000 bushels",2007/08,MY Jun-May,731
Soft red winter,Grain inspections,Pakistan,"1,000 bushels",2007/08,MY Jun-May,76
Soft red winter,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2007/08,MY Jun-May,136
Soft red winter,Grain inspections,Senegal,"1,000 bushels",2007/08,MY Jun-May,140
Soft red winter,Grain inspections,Spain,"1,000 bushels",2007/08,MY Jun-May,3598
Soft red winter,Grain inspections,Sri Lanka,"1,000 bushels",2007/08,MY Jun-May,550
Soft red winter,Grain inspections,Turkey,"1,000 bushels",2007/08,MY Jun-May,1680
Soft red winter,Grain inspections,Congo (Kinshasa),"1,000 bushels",2007/08,MY Jun-May,572
Soft red winter,Grain inspections,Total,"1,000 bushels",2007/08,MY Jun-May,206736
All wheat,Grain inspections,Chile,"1,000 bushels",2007/08,MY Jun-May,15635
All wheat,Grain inspections,Dominican Republic,"1,000 bushels",2007/08,MY Jun-May,12673
All wheat,Grain inspections,Peru,"1,000 bushels",2007/08,MY Jun-May,21935
All wheat,Grain inspections,Venezuela,"1,000 bushels",2007/08,MY Jun-May,35936
All wheat,Grain inspections,Thailand,"1,000 bushels",2007/08,MY Jun-May,15351
All wheat,Grain inspections,Italy,"1,000 bushels",2007/08,MY Jun-May,25852
All wheat,Grain inspections,Colombia,"1,000 bushels",2007/08,MY Jun-May,34779
All wheat,Grain inspections,Indonesia,"1,000 bushels",2007/08,MY Jun-May,41481
All wheat,Grain inspections,Taiwan,"1,000 bushels",2007/08,MY Jun-May,38860
All wheat,Grain inspections,"Korea, Republic","1,000 bushels",2007/08,MY Jun-May,55022
All wheat,Grain inspections,Philippines,"1,000 bushels",2007/08,MY Jun-May,55762
Durum,Grain inspections,Cuba,"1,000 bushels",2007/08,MY Jun-May,192
Durum,Grain inspections,Dominican Republic,"1,000 bushels",2007/08,MY Jun-May,109
Durum,Grain inspections,Germany,"1,000 bushels",2007/08,MY Jun-May,266
Durum,Grain inspections,Mexico,"1,000 bushels",2007/08,MY Jun-May,56
Durum,Grain inspections,Morocco,"1,000 bushels",2007/08,MY Jun-May,1573
Durum,Grain inspections,Portugal,"1,000 bushels",2007/08,MY Jun-May,2192
Durum,Grain inspections,Spain,"1,000 bushels",2007/08,MY Jun-May,484
Durum,Grain inspections,Switzerland,"1,000 bushels",2007/08,MY Jun-May,539
Durum,Grain inspections,Tunisia,"1,000 bushels",2007/08,MY Jun-May,5178
Durum,Grain inspections,United Arab Emirates,"1,000 bushels",2007/08,MY Jun-May,351
Durum,Grain inspections,United Kingdom,"1,000 bushels",2007/08,MY Jun-May,196
All wheat,Grain inspections,Nigeria,"1,000 bushels",2007/08,MY Jun-May,96263
All wheat,Grain inspections,Japan,"1,000 bushels",2007/08,MY Jun-May,124830
Soft red winter,Grain inspections,Vietnam,"1,000 bushels",2007/08,MY Jun-May,306
Soft red winter,Grain inspections,Malaysia,"1,000 bushels",2007/08,MY Jun-May,431
Durum,Grain inspections,Total,"1,000 bushels",2007/08,MY Jun-May,39726
Soft red winter,Grain inspections,"Korea, Republic","1,000 bushels",2007/08,MY Jun-May,245
Soft red winter,Grain inspections,Philippines,"1,000 bushels",2007/08,MY Jun-May,53
Soft red winter,Grain inspections,Belize,"1,000 bushels",2007/08,MY Jun-May,333
Soft red winter,Grain inspections,Barbados,"1,000 bushels",2007/08,MY Jun-May,222
Hard red winter,Grain inspections,Brazil,"1,000 bushels",2007/08,MY Jun-May,14322
Hard red winter,Grain inspections,"Korea, Republic","1,000 bushels",2007/08,MY Jun-May,13564
Hard red winter,Grain inspections,Taiwan,"1,000 bushels",2007/08,MY Jun-May,11456
Hard red winter,Grain inspections,Venezuela,"1,000 bushels",2007/08,MY Jun-May,6852
Hard red winter,Grain inspections,Peru,"1,000 bushels",2007/08,MY Jun-May,15514
Hard red winter,Grain inspections,Colombia,"1,000 bushels",2007/08,MY Jun-May,19189
Hard red winter,Grain inspections,Japan,"1,000 bushels",2007/08,MY Jun-May,37804
Hard red winter,Grain inspections,Nigeria,"1,000 bushels",2007/08,MY Jun-May,77232
Hard red winter,Grain inspections,Mexico,"1,000 bushels",2007/08,MY Jun-May,46470
All wheat,Grain inspections,Total,"1,000 bushels",2007/08,MY Jun-May,1223896
Hard red spring,Grain inspections,China,"1,000 bushels",2007/08,MY Jun-May,26
Durum,Grain inspections,Costa Rica,"1,000 bushels",2007/08,MY Jun-May,754
Hard red spring,Grain inspections,Indonesia,"1,000 bushels",2007/08,MY Jun-May,10966
Hard red spring,Grain inspections,Taiwan,"1,000 bushels",2007/08,MY Jun-May,22239
Hard red spring,Grain inspections,Japan,"1,000 bushels",2007/08,MY Jun-May,56219
Hard red spring,Grain inspections,Philippines,"1,000 bushels",2007/08,MY Jun-May,29994
Hard red winter,Grain inspections,Total,"1,000 bushels",2007/08,MY Jun-May,520582
All wheat,Grain inspections,China,"1,000 bushels",2007/08,MY Jun-May,365
All wheat,Grain inspections,Mexico,"1,000 bushels",2007/08,MY Jun-May,87826
All wheat,Grain inspections,Brazil,"1,000 bushels",2007/08,MY Jun-May,18422
Soft red winter,Grain inspections,Nicaragua,"1,000 bushels",2007/08,MY Jun-May,993
Soft red winter,Grain inspections,Venezuela,"1,000 bushels",2007/08,MY Jun-May,4691
Soft red winter,Grain inspections,Guatemala,"1,000 bushels",2007/08,MY Jun-May,1143
Hard red winter,Grain inspections,Algeria,"1,000 bushels",2007/08,MY Jun-May,28376
Hard red winter,Grain inspections,Congo (Brazzaville),"1,000 bushels",2007/08,MY Jun-May,1936
Hard red winter,Grain inspections,Cuba,"1,000 bushels",2007/08,MY Jun-May,17172
Hard red winter,Grain inspections,Djibouti,"1,000 bushels",2007/08,MY Jun-May,677
Hard red winter,Grain inspections,Egypt,"1,000 bushels",2007/08,MY Jun-May,9102
Hard red winter,Grain inspections,Greece,"1,000 bushels",2007/08,MY Jun-May,2
Hard red winter,Grain inspections,Guinea,"1,000 bushels",2007/08,MY Jun-May,696
Hard red winter,Grain inspections,Jamaica,"1,000 bushels",2007/08,MY Jun-May,475
Hard red winter,Grain inspections,Kenya,"1,000 bushels",2007/08,MY Jun-May,554
Hard red winter,Grain inspections,Malaysia,"1,000 bushels",2007/08,MY Jun-May,1911
Hard red winter,Grain inspections,Mauritania,"1,000 bushels",2007/08,MY Jun-May,338
Hard red winter,Grain inspections,Morocco,"1,000 bushels",2007/08,MY Jun-May,18619
Hard red winter,Grain inspections,Mozambique,"1,000 bushels",2007/08,MY Jun-May,2244
Hard red winter,Grain inspections,Namibia,"1,000 bushels",2007/08,MY Jun-May,319
Hard red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2007/08,MY Jun-May,17280
Hard red winter,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2007/08,MY Jun-May,191
Hard red winter,Grain inspections,Senegal,"1,000 bushels",2007/08,MY Jun-May,198
Hard red winter,Grain inspections,Sierra Leone,"1,000 bushels",2007/08,MY Jun-May,513
Hard red winter,Grain inspections,Sri Lanka,"1,000 bushels",2007/08,MY Jun-May,1358
Hard red winter,Grain inspections,Suriname,"1,000 bushels",2007/08,MY Jun-May,44
Hard red winter,Grain inspections,Uganda,"1,000 bushels",2007/08,MY Jun-May,702
Hard red winter,Grain inspections,United Arab Emirates,"1,000 bushels",2007/08,MY Jun-May,2903
Hard red winter,Grain inspections,Oth West Africa,"1,000 bushels",2007/08,MY Jun-May,109
Hard red winter,Grain inspections,Ireland,"1,000 bushels",2007/08,MY Jun-May,16563
Hard red winter,Grain inspections,Afghanistan,"1,000 bushels",2007/08,MY Jun-May,340
Hard red winter,Grain inspections,Vanuatu,"1,000 bushels",2007/08,MY Jun-May,261
Hard red winter,Grain inspections,Congo (Kinshasa),"1,000 bushels",2007/08,MY Jun-May,1677
Hard red winter,Grain inspections,Mauritius,"1,000 bushels",2007/08,MY Jun-May,714
Hard red winter,Grain inspections,Madagascar,"1,000 bushels",2007/08,MY Jun-May,705
Soft red winter,Grain inspections,Japan,"1,000 bushels",2007/08,MY Jun-May,503
Soft red winter,Grain inspections,United Arab Emirates,"1,000 bushels",2007/08,MY Jun-May,919
Soft red winter,Grain inspections,Panama,"1,000 bushels",2007/08,MY Jun-May,1134
Soft red winter,Grain inspections,Trinidad,"1,000 bushels",2007/08,MY Jun-May,1331
Soft red winter,Grain inspections,El Salvador,"1,000 bushels",2007/08,MY Jun-May,1496
All wheat,Grain inspections,Kenya,"1,000 bushels",2007/08,MY Jun-May,554
All wheat,Grain inspections,Malta,"1,000 bushels",2007/08,MY Jun-May,357
All wheat,Grain inspections,Mauritania,"1,000 bushels",2007/08,MY Jun-May,394
All wheat,Grain inspections,Morocco,"1,000 bushels",2007/08,MY Jun-May,31680
All wheat,Grain inspections,Mozambique,"1,000 bushels",2007/08,MY Jun-May,2975
All wheat,Grain inspections,Pakistan,"1,000 bushels",2007/08,MY Jun-May,5615
All wheat,Grain inspections,Portugal,"1,000 bushels",2007/08,MY Jun-May,6593
All wheat,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2007/08,MY Jun-May,1507
All wheat,Grain inspections,Senegal,"1,000 bushels",2007/08,MY Jun-May,911
All wheat,Grain inspections,Sierra Leone,"1,000 bushels",2007/08,MY Jun-May,513
All wheat,Grain inspections,Sudan,"1,000 bushels",2007/08,MY Jun-May,1624
All wheat,Grain inspections,Suriname,"1,000 bushels",2007/08,MY Jun-May,44
All wheat,Grain inspections,Sweden,"1,000 bushels",2007/08,MY Jun-May,205
All wheat,Grain inspections,Switzerland,"1,000 bushels",2007/08,MY Jun-May,539
All wheat,Grain inspections,Tunisia,"1,000 bushels",2007/08,MY Jun-May,6125
All wheat,Grain inspections,Turkey,"1,000 bushels",2007/08,MY Jun-May,1680
All wheat,Grain inspections,Uganda,"1,000 bushels",2007/08,MY Jun-May,702
All wheat,Grain inspections,Oth West Africa,"1,000 bushels",2007/08,MY Jun-May,109
All wheat,Grain inspections,Finland,"1,000 bushels",2007/08,MY Jun-May,14
All wheat,Grain inspections,Vanuatu,"1,000 bushels",2007/08,MY Jun-May,261
All wheat,Grain inspections,Congo (Kinshasa),"1,000 bushels",2007/08,MY Jun-May,2249
All wheat,Grain inspections,Mauritius,"1,000 bushels",2007/08,MY Jun-May,960
All wheat,Grain inspections,Madagascar,"1,000 bushels",2007/08,MY Jun-May,705
Soft red winter,Grain inspections,Costa Rica,"1,000 bushels",2007/08,MY Jun-May,1919
Soft red winter,Grain inspections,Chile,"1,000 bushels",2007/08,MY Jun-May,5617
Soft red winter,Grain inspections,Taiwan,"1,000 bushels",2007/08,MY Jun-May,108
Soft red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2007/08,MY Jun-May,1236
Soft red winter,Grain inspections,Jamaica,"1,000 bushels",2007/08,MY Jun-May,3290
Soft red winter,Grain inspections,Honduras,"1,000 bushels",2007/08,MY Jun-May,2282
Soft red winter,Grain inspections,Dominican Republic,"1,000 bushels",2007/08,MY Jun-May,2885
Soft red winter,Grain inspections,Peru,"1,000 bushels",2007/08,MY Jun-May,3257
Soft red winter,Grain inspections,Ecuador,"1,000 bushels",2007/08,MY Jun-May,1310
Soft red winter,Grain inspections,Ecuador,"1,000 bushels",2008/09,MY Jun-May,3057
Soft red winter,Grain inspections,Peru,"1,000 bushels",2008/09,MY Jun-May,4521
Soft red winter,Grain inspections,Dominican Republic,"1,000 bushels",2008/09,MY Jun-May,3480
Soft red winter,Grain inspections,Honduras,"1,000 bushels",2008/09,MY Jun-May,2306
Soft red winter,Grain inspections,Jamaica,"1,000 bushels",2008/09,MY Jun-May,3410
Soft red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2008/09,MY Jun-May,2194
Soft red winter,Grain inspections,Taiwan,"1,000 bushels",2008/09,MY Jun-May,413
Soft red winter,Grain inspections,Chile,"1,000 bushels",2008/09,MY Jun-May,9487
Soft red winter,Grain inspections,Costa Rica,"1,000 bushels",2008/09,MY Jun-May,2062
All wheat,Grain inspections,Congo (Brazzaville),"1,000 bushels",2008/09,MY Jun-May,262
All wheat,Grain inspections,Cuba,"1,000 bushels",2008/09,MY Jun-May,14275
All wheat,Grain inspections,Germany,"1,000 bushels",2008/09,MY Jun-May,6
All wheat,Grain inspections,"Korea, North","1,000 bushels",2008/09,MY Jun-May,1369
All wheat,Grain inspections,Malta,"1,000 bushels",2008/09,MY Jun-May,570
All wheat,Grain inspections,Mauritania,"1,000 bushels",2008/09,MY Jun-May,761
All wheat,Grain inspections,Mongolia,"1,000 bushels",2008/09,MY Jun-May,919
All wheat,Grain inspections,Morocco,"1,000 bushels",2008/09,MY Jun-May,743
All wheat,Grain inspections,Mozambique,"1,000 bushels",2008/09,MY Jun-May,4876
All wheat,Grain inspections,Pakistan,"1,000 bushels",2008/09,MY Jun-May,1837
All wheat,Grain inspections,Portugal,"1,000 bushels",2008/09,MY Jun-May,2148
All wheat,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2008/09,MY Jun-May,881
All wheat,Grain inspections,Sierra Leone,"1,000 bushels",2008/09,MY Jun-May,1012
All wheat,Grain inspections,Suriname,"1,000 bushels",2008/09,MY Jun-May,211
All wheat,Grain inspections,Tunisia,"1,000 bushels",2008/09,MY Jun-May,366
All wheat,Grain inspections,Turkey,"1,000 bushels",2008/09,MY Jun-May,2061
All wheat,Grain inspections,Uganda,"1,000 bushels",2008/09,MY Jun-May,681
All wheat,Grain inspections,Zambia,"1,000 bushels",2008/09,MY Jun-May,138
All wheat,Grain inspections,Iran,"1,000 bushels",2008/09,MY Jun-May,64809
All wheat,Grain inspections,Bahrain,"1,000 bushels",2008/09,MY Jun-May,577
All wheat,Grain inspections,India,"1,000 bushels",2008/09,MY Jun-May,2
All wheat,Grain inspections,Congo (Kinshasa),"1,000 bushels",2008/09,MY Jun-May,794
All wheat,Grain inspections,Burundi,"1,000 bushels",2008/09,MY Jun-May,158
All wheat,Grain inspections,Mauritius,"1,000 bushels",2008/09,MY Jun-May,956
Soft red winter,Grain inspections,El Salvador,"1,000 bushels",2008/09,MY Jun-May,784
Soft red winter,Grain inspections,Trinidad,"1,000 bushels",2008/09,MY Jun-May,1048
Soft red winter,Grain inspections,Panama,"1,000 bushels",2008/09,MY Jun-May,1873
Soft red winter,Grain inspections,United Arab Emirates,"1,000 bushels",2008/09,MY Jun-May,1205
Soft red winter,Grain inspections,Japan,"1,000 bushels",2008/09,MY Jun-May,1057
Hard red winter,Grain inspections,Congo (Brazzaville),"1,000 bushels",2008/09,MY Jun-May,178
Hard red winter,Grain inspections,Cuba,"1,000 bushels",2008/09,MY Jun-May,13265
Hard red winter,Grain inspections,Jamaica,"1,000 bushels",2008/09,MY Jun-May,696
Hard red winter,Grain inspections,Malaysia,"1,000 bushels",2008/09,MY Jun-May,342
Hard red winter,Grain inspections,Mauritania,"1,000 bushels",2008/09,MY Jun-May,553
Hard red winter,Grain inspections,Mongolia,"1,000 bushels",2008/09,MY Jun-May,919
Hard red winter,Grain inspections,Mozambique,"1,000 bushels",2008/09,MY Jun-May,4633
Hard red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2008/09,MY Jun-May,8262
Hard red winter,Grain inspections,Sierra Leone,"1,000 bushels",2008/09,MY Jun-May,1012
Hard red winter,Grain inspections,Sri Lanka,"1,000 bushels",2008/09,MY Jun-May,386
Hard red winter,Grain inspections,Suriname,"1,000 bushels",2008/09,MY Jun-May,211
