Commodity_Desc,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Feb",6.89
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Feb",7.37
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Feb",7.28
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Feb",7.54
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Feb",7.41
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Feb",6.47
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Feb",7.32
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Feb",6.54
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Jan",7.33
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Jan",7.37
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Jan",6.73
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Jan",6.5
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Jan",7.4
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Jan",7.57
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Jan",6.6
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Jan",6.95
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Jan",6.57
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Jul",5.28
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Jul",6.185
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Jul",5.79
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Jul",5.35
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Jul",6.16
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Jul",5.45
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Jul",5.365
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Jul",5.785
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Jul",5.88
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Jun",5.085
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Jun",5.22
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Jun",5.435
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Jun",6.07
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Jun",4.95
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Jun",5.87
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Jun",6.655
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Jun",6.47
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Jun",5.865
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Mar",7.45
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Mar",7.14
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Mar",6.69
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Mar",7.4
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Mar",7.35
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Mar",6.94
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Mar",6.32
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Mar",7.33
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Mar",6.41
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","May",7.21
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","May",7.5
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","May",8.19
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","May",8.12
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","May",8.4
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","May",8.61
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","May",7.09
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","May",8.8
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","May",7.3
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Nov",7.01
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Nov",6.87
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Nov",6.19
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Nov",6.21
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Nov",6.11
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Nov",5.79
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Nov",5.89
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Nov",6.48
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Oct",6.34
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Oct",5.83
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Oct",6.74
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Oct",6.82
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Oct",6.19
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Oct",6.86
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Oct",5.94
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Oct",5.93
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Sep",5.43
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Sep",5.37
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter St. Louis, MO dollars per bushel","St. Louis, MO","Dollars per bushel","2020/21","Sep",5.64
"No. 1 soft white max 10.5% protein","Average cash grain bids","No. 1 soft white max 10.5% protein Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Sep",5.26
"No. 1 dark northern spring (14% protein)","Average cash grain bids","No. 1 dark northern spring (14% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Sep",6.73
"No. 1 dark northern spring (13% protein)","Average cash grain bids","No. 1 dark northern spring (13% protein) Minneapolis, MN dollars per bushel","Minneapolis, MN","Dollars per bushel","2020/21","Sep",6.37
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Sep",5.7
"No. 1 hard red winter (13% protein)","Average cash grain bids","No. 1 hard red winter (13% protein) Kansas City, MO dollars per bushel","Kansas City, MO","Dollars per bushel","2020/21","Sep",6.17
"No. 1 soft white ordinary","Average cash grain bids","No. 1 soft white ordinary Portland, OR dollars per bushel","Portland, OR","Dollars per bushel","2020/21","Sep",5.27
"Soft red winter","Average cash grain bids","Soft red winter Chicago, IL dollars per bushel","Chicago, IL","Dollars per bushel","2020/21","Simple average",6.01541666666667
"No. 2 soft red winter","Average cash grain bids","No. 2 soft red winter Toledo, OH dollars per bushel","Toledo, OH","Dollars per bushel","2020/21","Simple average",5.96916666666667
