Commodity_Desc,Commodity_Desc2,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Apr",5911.76516450097
"Durum","Durum food use","1,000 bushels","2008/09","Apr",6690.16049819849
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Aug",2106.43899373344
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Aug",2402.86020659245
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Aug",2000
"All wheat","Food use","1,000 bushels","2008/09","Aug",83466.8572044142
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Aug",81763.2784172732
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Aug",1265.73777640652
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Aug",684.594416215523
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Aug",5863.30427777518
"Durum","Durum food use","1,000 bushels","2008/09","Aug",6444.44763796618
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Dec",1742.78091796632
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Dec",1998.85187476951
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Dec",2000
"All wheat","Food use","1,000 bushels","2008/09","Dec",73140.4214491209
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Dec",70884.3504923177
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Dec",1222.98610524292
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Dec",466.989545173881
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Dec",5322.42387181117
"Durum","Durum food use","1,000 bushels","2008/09","Dec",6078.42043188022
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Feb",1754.34698972558
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Feb",1864.7638650556
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Feb",2000
"All wheat","Food use","1,000 bushels","2008/09","Feb",72795.4965414836
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Feb",70905.9134168136
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Feb",1043.59085355918
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Feb",441.887098378641
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Feb",6041.45365150899
"Durum","Durum food use","1,000 bushels","2008/09","Feb",6643.15740668954
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Jan",1864.8627282824
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Jan",1901.17275553158
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Jan",2000
"All wheat","Food use","1,000 bushels","2008/09","Jan",73509.5728769273
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Jan",71473.2628496781
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Jan",1124.74234668851
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Jan",438.461509070955
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Jan",5883.8840161058
"Durum","Durum food use","1,000 bushels","2008/09","Jan",6570.16485372335
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Jul",2311.06528658791
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Jul",1995.22102146145
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Jul",2000
"All wheat","Food use","1,000 bushels","2008/09","Jul",77127.157671457
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Jul",74811.3134063305
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Jul",1321.30047838894
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Jul",471.228048526675
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Jul",5021.24291318358
"Durum","Durum food use","1,000 bushels","2008/09","Jul",5871.31534304585
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Jun",1954.14574515472
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Jun",2435.63479070723
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Jun",2000
"All wheat","Food use","1,000 bushels","2008/09","Jun",75605.2889615325
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Jun",73123.79991598
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Jun",1442.57140931805
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Jun",452.25481333717
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Jun",5386.803602038
"Durum","Durum food use","1,000 bushels","2008/09","Jun",6377.12019801887
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Mar",2120.32637660147
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Mar",1193.78686716749
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Mar",2000
"All wheat","Food use","1,000 bushels","2008/09","Mar",78154.3632429423
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Mar",75227.8237335083
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Mar",1310.30352841229
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Mar",484.580468104747
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Mar",6057.66233238521
"Durum","Durum food use","1,000 bushels","2008/09","Mar",6883.38539269275
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","May",1408.25618659224
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","May",2061.86881611803
"All wheat","Nonmilled food use","1,000 bushels","2008/09","May",2000
"All wheat","Food use","1,000 bushels","2008/09","May",78017.3790684412
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","May",75363.7664389155
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","May",1273.14772498572
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","May",492.28883713831
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","May",6137.65766420475
"Durum","Durum food use","1,000 bushels","2008/09","May",6918.51655205216
"All wheat","Food use","1,000 bushels","2008/09","MY Jun-May",926769.064735875
"Durum","Durum food use","1,000 bushels","2008/09","MY Jun-May",78064.5255833332
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Nov",2129.13802403492
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Nov",1634.2224540125
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Nov",2000
"All wheat","Food use","1,000 bushels","2008/09","Nov",78012.0508987752
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Nov",75517.1353287528
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Nov",1187.44441933444
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Nov",443.803568120995
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Nov",5781.48385852366
"Durum","Durum food use","1,000 bushels","2008/09","Nov",6525.1247097371
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Oct",2401.76299027474
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Oct",1943.21478198811
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Oct",2000
"All wheat","Food use","1,000 bushels","2008/09","Oct",80438.9659706429
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Oct",78897.5141789295
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Oct",1078.29538764147
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Oct",495.126347292255
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Oct",6212.09226966517
"Durum","Durum food use","1,000 bushels","2008/09","Oct",6795.26131001439
"All wheat","Food use","1,000 bushels","2008/09","Q1 Jun-Aug",236199.303837404
"Durum","Durum food use","1,000 bushels","2008/09","Q1 Jun-Aug",18692.8831790309
"All wheat","Food use","1,000 bushels","2008/09","Q2 Sep-Nov",238419.924520097
"Durum","Durum food use","1,000 bushels","2008/09","Q2 Sep-Nov",19587.8372690658
"All wheat","Food use","1,000 bushels","2008/09","Q3 Dec-Feb",219445.490867532
"Durum","Durum food use","1,000 bushels","2008/09","Q3 Dec-Feb",19291.7426922931
"All wheat","Food use","1,000 bushels","2008/09","Q4 Mar-May",232704.345510843
"Durum","Durum food use","1,000 bushels","2008/09","Q4 Mar-May",20492.0624429434
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2008/09","Sep",1847.6606818478
"All wheat","Food exports","1,000 grain-equivalent bushels","2008/09","Sep",2500.16120756539
"All wheat","Nonmilled food use","1,000 bushels","2008/09","Sep",2000
"All wheat","Food use","1,000 bushels","2008/09","Sep",79968.9076506787
"All wheat","Wheat ground for flour","1,000 bushels","2008/09","Sep",78621.4081763963
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2008/09","Sep",1150.67269182651
"Durum","Durum food exports","1,000 grain-equivalent bushels","2008/09","Sep",591.674251553466
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2008/09","Sep",5708.45280904124
"Durum","Durum food use","1,000 bushels","2008/09","Sep",6267.45124931428
"All wheat","Food exports","1,000 grain-equivalent bushels","2009/10","Apr",2231.24183965584
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2009/10","Apr",2184.72670284468
"All wheat","Nonmilled food use","1,000 bushels","2009/10","Apr",2000
"All wheat","Food use","1,000 bushels","2009/10","Apr",75000.1435709902
"All wheat","Wheat ground for flour","1,000 bushels","2009/10","Apr",73046.6587078013
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2009/10","Apr",1318.53779214667
"Durum","Durum food exports","1,000 grain-equivalent bushels","2009/10","Apr",448.272609378349
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2009/10","Apr",5538.76212330661
"Durum","Durum food use","1,000 bushels","2009/10","Apr",6409.02730607493
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2009/10","Aug",2163.35618464763
"All wheat","Food exports","1,000 grain-equivalent bushels","2009/10","Aug",3419.59231872936
"All wheat","Nonmilled food use","1,000 bushels","2009/10","Aug",2000
"All wheat","Food use","1,000 bushels","2009/10","Aug",81645.940731126
"All wheat","Wheat ground for flour","1,000 bushels","2009/10","Aug",80902.1768652078
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2009/10","Aug",1301.87024607697
"Durum","Durum food exports","1,000 grain-equivalent bushels","2009/10","Aug",482.452856666338
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2009/10","Aug",6232.21223088778
"Durum","Durum food use","1,000 bushels","2009/10","Aug",7051.62962029841
"All wheat","Food exports","1,000 grain-equivalent bushels","2009/10","Dec",1592.48839881571
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2009/10","Dec",2111.93527257617
"All wheat","Nonmilled food use","1,000 bushels","2009/10","Dec",2000
"All wheat","Food use","1,000 bushels","2009/10","Dec",73170.6613836068
"All wheat","Wheat ground for flour","1,000 bushels","2009/10","Dec",70651.2145098464
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2009/10","Dec",1239.00992504145
"Durum","Durum food exports","1,000 grain-equivalent bushels","2009/10","Dec",391.35033116955
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2009/10","Dec",5300.90795179346
"Durum","Durum food use","1,000 bushels","2009/10","Dec",6148.56754566535
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2009/10","Feb",1847.0928194886
"All wheat","Food exports","1,000 grain-equivalent bushels","2009/10","Feb",2231.81540171837
"All wheat","Nonmilled food use","1,000 bushels","2009/10","Feb",2000
"All wheat","Food use","1,000 bushels","2009/10","Feb",73679.5658969521
"All wheat","Wheat ground for flour","1,000 bushels","2009/10","Feb",72064.2884791819
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2009/10","Feb",1091.41519210838
"Durum","Durum food exports","1,000 grain-equivalent bushels","2009/10","Feb",402.955280111324
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2009/10","Feb",6140.22401093421
"Durum","Durum food use","1,000 bushels","2009/10","Feb",6828.68392293127
"All wheat","Food exports","1,000 grain-equivalent bushels","2009/10","Jan",1884.97737825944
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2009/10","Jan",2037.00353009776
"All wheat","Nonmilled food use","1,000 bushels","2009/10","Jan",2000
"All wheat","Food use","1,000 bushels","2009/10","Jan",74792.932732787
"All wheat","Wheat ground for flour","1,000 bushels","2009/10","Jan",72640.9065809487
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2009/10","Jan",1226.98810689029
"Durum","Durum food exports","1,000 grain-equivalent bushels","2009/10","Jan",375.875659240086
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2009/10","Jan",5980.07830519744
"Durum","Durum food use","1,000 bushels","2009/10","Jan",6831.19075284764
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2009/10","Jul",1985.4220381071
"All wheat","Food exports","1,000 grain-equivalent bushels","2009/10","Jul",2038.45073841942
"All wheat","Nonmilled food use","1,000 bushels","2009/10","Jul",2000
"All wheat","Food use","1,000 bushels","2009/10","Jul",75970.3987585213
"All wheat","Wheat ground for flour","1,000 bushels","2009/10","Jul",74023.4274588336
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2009/10","Jul",1221.74204027442
"Durum","Durum food exports","1,000 grain-equivalent bushels","2009/10","Jul",386.121310585164
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2009/10","Jul",5337.16996684257
